City,Mode,Output,Variable,Pearson_r,Spearman_r,SRC,PRCC,abs_Pearson_r,abs_Spearman_r,abs_SRC,abs_PRCC
Atlanta,Liquid Truck,Total GHG Cost,Electricity Carbon Intensity,0.9999782872935722,0.9999771396517714,0.9999996893508678,0.9999985030010812,0.9999782872935722,0.9999771396517714,0.9999996893508678,0.9999985030010812
Atlanta,Liquid Truck,Total GHG Cost,Stations,0.020891631752488846,0.019407243659683646,-2.0469512162806713e-05,0.028844898883828244,0.020891631752488846,0.019407243659683646,2.0469512162806713e-05,0.028844898883828244
Atlanta,Liquid Truck,Total GHG Cost,Utilization,-0.019174522875056086,-0.019276798608767985,-1.9304259657067918e-05,0.028812188053792025,0.019174522875056086,0.019276798608767985,1.9304259657067918e-05,0.028812188053792025
Atlanta,Liquid Truck,Total GHG Cost,Compression Efficiency,-0.01749898873263682,-0.017426237406262375,4.210901097245243e-06,-0.027668453007429945,0.01749898873263682,0.017426237406262375,4.210901097245243e-06,0.027668453007429945
Atlanta,Liquid Truck,Total GHG Cost,Cab Cost,0.011234748071696433,0.011361042089610422,-9.480872524915043e-06,-0.0034649225250243604,0.011234748071696433,0.011361042089610422,9.480872524915043e-06,0.0034649225250243604
Atlanta,Liquid Truck,Total GHG Cost,Liquefaction Efficiency,0.009044713275693306,0.00911860600318606,-1.3630522523011811e-05,-0.012481979219898217,0.009044713275693306,0.00911860600318606,1.3630522523011811e-05,0.012481979219898217
Atlanta,Liquid Truck,Total GHG Cost,Fuel Price,0.008364165118958088,0.008335353407353535,1.3405653775785019e-05,0.00856684040826053,0.008364165118958088,0.008335353407353535,1.3405653775785019e-05,0.00856684040826053
Atlanta,Liquid Truck,Total GHG Cost,Transmission Leakage Rate,0.005699720646539972,0.0056721528807215284,6.960778697255501e-06,0.01880829480304843,0.005699720646539972,0.0056721528807215284,6.960778697255501e-06,0.01880829480304843
Atlanta,Liquid Truck,Total GHG Cost,Fuel Economy,-0.004211677938597723,-0.004374326887743269,-0.0020065655772890153,-0.7564980257637415,0.004211677938597723,0.004374326887743269,0.0020065655772890153,0.7564980257637415
Atlanta,Liquid Truck,Total GHG Cost,Station Leakage Rate,-0.0034018449840722393,-0.0034661231626612315,-1.598727801981513e-05,-0.011019219942277742,0.0034018449840722393,0.0034661231626612315,1.598727801981513e-05,0.011019219942277742
