New Haven Medium Demand,,,,Fresno Medium Demand,,,,Atlanta Medium Demand,,,,Miami Medium Demand,,
3.8649051,3.97012744,9.67794385,,4.54967351,5.17094294,10.0096844,,4.00653464,3.25258242,5.0327838,,4.65466031,4.57699124,4.93736525
4.29458343,5.90691367,10.1784316,,4.46621735,5.85710983,9.45722647,,4.06805848,3.28921803,4.58047785,,4.57643057,5.270662,4.4292325
4.62982026,4.55408829,10.7110991,,3.87775594,4.25016196,8.79863223,,4.24691201,3.6962148,4.96639012,,4.00134957,3.6111211,3.72570912
4.04561924,4.78084197,9.87670286,,3.67467695,3.79445146,9.03845983,,4.78190657,5.13614669,5.08996851,,3.7739448,3.18035979,3.95771256
4.32078926,4.10707774,9.69813147,,4.01707653,4.05328531,9.67730105,,4.09735871,3.62211441,5.06959448,,4.108825,3.33390673,4.57338471
4.33236631,4.75234378,10.591922,,3.96182438,4.84488893,9.01531075,,3.8836358,3.36314155,4.37481351,,4.05325451,4.18964925,3.98027458
3.98304474,4.67177949,10.2238722,,3.63602405,3.83619274,8.85313077,,4.77217542,4.52076688,5.35828754,,3.73703155,3.18561371,3.77678208
4.56829362,4.83339602,10.0812078,,3.96387274,4.19969181,9.13886083,,4.22002358,3.65529492,5.02541245,,4.0548626,3.59274912,4.01927876
4.15856505,5.35031297,10.0498715,,3.95916592,4.32862265,8.91484063,,4.42033411,3.73429904,5.6994112,,4.10577619,3.72459684,3.95499676
4.00760987,4.18590916,9.49177776,,4.03537776,3.81318292,9.6929083,,4.75504984,4.65600766,5.01699028,,4.11906098,3.25990828,4.53496629
4.06903872,5.27412456,9.9855322,,3.94679663,4.09074653,9.24659401,,3.58243237,2.8371387,4.36920383,,4.05925921,3.38284988,4.11783212
4.45814213,5.29647184,10.0673188,,3.96439847,3.90858165,9.07354281,,4.44293644,4.51753767,5.26334266,,4.09982859,3.29065316,3.99042003
4.37422005,4.29272574,9.71260712,,4.42800893,5.31173047,9.817588,,3.77417241,3.54767283,4.75841247,,4.56789392,4.57831022,4.77013816
4.58792208,5.21666413,10.0014505,,4.34313404,5.13086559,9.02197535,,4.22558672,3.26977871,4.47368309,,4.45790237,4.52959686,4.03610234
4.09378004,4.48081605,10.1445581,,3.59380975,3.56794005,8.59479592,,4.77525967,4.06104442,5.24526898,,3.74277776,2.97593129,3.53510963
4.08733378,4.2848998,9.47152102,,4.29237596,5.01516077,9.03893533,,3.91719993,3.65697148,4.74417782,,4.43473596,4.50413984,4.02394721
3.87073071,3.81810373,9.34205845,,3.65739473,3.65259982,9.13914447,,4.65448224,4.55834512,4.9864375,,3.71850465,3.13204742,3.98381544
4.71110504,5.83703018,10.8203684,,4.0056684,3.66691748,8.78024374,,4.36235999,3.83275307,5.27241375,,4.19973521,3.052342,3.78657126
4.29323781,5.55875832,10.325587,,4.40150724,5.09984049,9.84625168,,4.68301556,3.75879836,5.38995547,,4.5144285,4.43659069,4.81942719
4.52528206,5.29110398,10.7449063,,4.27367487,4.79753928,9.10217758,,4.37276519,4.14029853,4.74516508,,4.40929951,4.23911099,4.08415984
4.02026158,4.03969358,9.74015354,,4.66186938,5.26505333,10.1507126,,4.23972412,3.80910078,4.72937624,,4.81194471,4.72234942,5.09918507
4.02004813,4.53057477,10.3928599,,4.46744042,4.74911029,10.0453826,,3.89401545,3.51460962,4.63720521,,4.57211716,4.23269328,4.90971677
4.01431279,4.99934858,9.79315808,,4.30057277,4.42296015,9.54365249,,3.94491705,3.43431779,4.78789976,,4.47017491,3.79243636,4.54430263
3.99537165,4.45747277,9.56695102,,4.51906679,5.58528483,9.32601006,,4.45848485,3.71867661,5.0754485,,4.59619605,4.8611951,4.23615203
4.12059672,4.72656328,9.67261106,,4.36143851,4.2750998,9.77673841,,3.88374021,3.49134166,4.81506131,,4.53034347,3.80355463,4.75407115
4.87695657,4.917525,10.7978255,,4.535425,5.55226536,9.92035853,,4.93030883,4.22322199,5.13484967,,4.65189497,4.85053265,4.89009113
3.581421,3.60754715,9.3893349,,3.88200303,3.65846099,9.09285711,,4.43194435,3.27806275,5.17617645,,4.01023022,3.09692312,4.0268551
4.33180001,4.22552972,10.4640303,,3.98175841,4.13940549,9.21570681,,4.7864106,4.08770346,5.74529829,,4.11456292,3.58728266,4.20895317
4.01845463,5.10700617,10.2650381,,4.12936694,4.74675286,9.36476516,,4.5175504,3.8486515,5.39003436,,4.20678606,4.13333878,4.29264146
3.75709846,4.33241041,9.5212403,,4.40852232,5.02256244,9.29390967,,4.83960725,4.56421596,4.95919105,,4.56680545,4.45853153,4.33827914
5.01586978,5.70759719,11.2575284,,4.010397,3.88234827,8.81247972,,4.54822297,4.17159031,5.55249724,,4.13750354,3.25699829,3.79379408
4.35987671,4.5582277,10.2564036,,3.49801914,4.07852967,8.74652315,,4.56896138,5.14536746,5.3155758,,3.60662717,3.33812346,3.62596001
3.63128306,4.52266334,9.54417383,,4.95641126,5.94103109,9.81047156,,4.34667886,3.58766057,5.30429446,,5.06653659,5.30939155,4.79272719
4.18105291,4.59259804,9.85887806,,3.81464297,3.75930178,9.41522794,,4.26277888,4.15800739,5.56386214,,3.88211137,3.11832115,4.25331743
4.17423725,4.31593801,10.0871815,,3.97589078,4.48641804,9.13335477,,4.15741326,3.58990361,4.97118809,,4.06858078,3.92223711,4.1029194
4.01123583,4.24845829,10.2807919,,3.97990511,4.77081588,9.08647001,,4.43202611,3.75790183,5.29342609,,4.13197268,4.14171455,4.12699547
4.32192024,5.02435688,10.547498,,4.55996165,5.38677009,9.5867981,,4.65567308,3.59165025,5.61484053,,4.73341614,4.8505629,4.63163477
4.13856828,4.3452102,10.1850495,,4.23806337,5.20452168,9.28346692,,4.55165163,4.72000531,4.85872664,,4.33195321,4.55873004,4.241708
4.02349665,4.17054448,9.742358,,4.14863976,4.0003088,9.22195695,,4.70610113,4.18165075,5.21654043,,4.30881385,3.49048902,4.23289751
4.53455218,6.25761687,9.99731505,,4.21113072,5.10335692,9.09961291,,4.23457262,4.16515539,5.05621266,,4.32808303,4.39829443,4.0937922
4.04838571,3.62848604,10.0920955,,4.0637615,4.21768552,9.3470273,,4.32102487,3.79756041,4.90585764,,4.1651577,3.64304215,4.23062256
3.58945473,3.56696364,9.39036879,,3.8047683,3.93248926,9.2599085,,4.18879287,4.51658031,5.12220873,,3.90519287,3.33564498,4.1415255
4.55948492,5.27195874,10.12589,,3.59921571,3.49921025,8.82362937,,5.0027681,4.82538974,5.56574234,,3.75693373,3.00617927,3.84551159
3.69141283,3.70302257,9.71171701,,3.92788438,3.87282515,9.69381078,,3.8527484,3.1784991,4.6931073,,4.04729132,3.33832416,4.6031896
4.39543327,4.23736653,10.591027,,3.99705185,3.98446181,9.23444691,,3.94249102,3.66236304,4.75659495,,4.09317528,3.4770412,4.08697851
4.3957164,4.6211153,10.689093,,4.19928953,3.92150754,9.6205206,,4.82119424,4.85071117,5.25987852,,4.36685543,3.41439438,4.53717179
3.78386814,4.62801948,9.52218528,,3.94499777,4.73328484,9.08412261,,4.56456825,4.13174621,4.79949615,,4.03722412,4.22083435,4.09371028
3.79833757,3.64757435,9.44508413,,4.23930907,4.56325654,9.13099938,,4.52580796,4.03776884,5.02486253,,4.43303433,4.00501583,4.17675532
4.20282135,5.26231998,9.8231143,,4.16851036,4.68664592,9.47379933,,3.98416772,3.27515325,4.35583835,,4.320031,3.98578471,4.4692032
4.11174275,4.46634358,10.7111657,,4.25230173,4.89358602,9.16724058,,3.93150107,3.57574404,4.93898006,,4.34634363,4.27343189,4.12337217
4.3702302,4.35185638,10.1906438,,4.08564874,4.30848267,9.38042111,,4.76474695,4.74457496,5.42040962,,4.25952275,3.7569105,4.3955241
4.24209199,4.27545428,10.5505286,,4.5222293,5.45359973,9.89914851,,4.34078137,3.85238141,5.56131471,,4.66760761,4.89308373,4.89642089
4.13455002,5.03094637,9.65604599,,3.74927631,3.92392364,8.75834439,,4.95946605,4.7689872,5.64070176,,3.87968551,3.44408515,3.79223286
4.89514981,5.10799046,10.66301,,4.42770585,4.80316475,9.15421013,,4.332392,3.89227848,4.81409242,,4.51535639,4.17704441,4.13407749
4.41680941,4.94322409,10.6387964,,3.83819417,4.17456919,8.79764841,,3.83546209,3.28602816,4.51123937,,3.94957129,3.49807467,3.72899093
3.90015794,4.10480328,9.82043385,,3.59692687,3.99868921,8.72340683,,5.24097015,5.11966745,6.17231201,,3.69724345,3.40860636,3.61758475
4.31752291,4.78587662,10.5687939,,4.40618254,4.57204719,9.6220298,,4.31438418,4.41568987,4.8728122,,4.55305648,3.97603218,4.57297415
3.99124189,4.39442463,9.62527401,,4.4024972,4.37590126,9.57642898,,4.08461325,3.14862789,4.62977764,,4.55025542,3.87064034,4.5073896
4.8934511,5.46970524,11.0705812,,4.07933303,4.38047981,9.00265093,,3.98723103,3.65560151,4.90766121,,4.2508628,3.70768914,3.98410036
3.63903873,3.48578886,9.517945,,4.17310682,4.80258101,9.72019584,,4.03879619,2.97432584,4.33958911,,4.30176925,4.16090693,4.66543671
3.69874413,3.73843849,9.70743143,,4.07789793,4.25110198,8.94286553,,4.59626747,4.02290578,5.2111631,,4.20896923,3.54796233,3.82808309
4.122753,4.26521422,9.90138665,,4.3273014,5.0463897,9.09293419,,4.1239824,3.04218802,5.15291822,,4.48957427,4.362456,4.15706765
3.71579434,3.56163944,9.97954625,,4.54067712,5.21350348,9.74956491,,4.73056076,4.75555712,4.8912484,,4.66894315,4.60011218,4.65434775
4.00446518,3.6371573,10.3184292,,4.14929724,3.73531769,9.26567991,,4.90556287,4.76409902,5.37039127,,4.25516695,3.22068643,4.14931836
4.66345005,5.86398722,10.0376132,,4.63045498,5.77281791,9.30607283,,4.64630113,4.61791176,5.83836511,,4.72776258,5.24520347,4.28584489
3.97978723,4.34436548,9.77006508,,3.81330475,4.28288647,9.10773418,,4.62994939,4.409064,4.77559678,,3.9112883,3.6255646,4.08679816
4.20894191,4.57659423,9.65211542,,4.09161372,4.71672198,9.749201,,4.21583649,3.53495897,5.19247974,,4.20793016,4.09851489,4.69021132
4.24164839,5.1584411,10.2065265,,4.08379676,5.2489852,9.06739418,,4.00643193,3.90707346,4.61614537,,4.16698064,4.71720772,4.00935361
4.07770998,3.92890974,10.2835717,,4.45778316,5.46405569,9.8636005,,4.08813888,3.45151792,4.97209182,,4.57581723,4.85027045,4.79709219
4.48427942,4.39900394,9.71313549,,4.58336965,4.75886624,9.5951859,,4.60569235,4.18295946,4.66924318,,4.69781796,4.18937958,4.56343788
4.42554653,5.27009012,10.4258574,,4.33021944,4.42133815,9.82038681,,3.99311725,3.29369111,4.55190956,,4.47784459,3.93062332,4.82507794
4.91258664,5.13614152,11.0268931,,3.51681458,3.88941309,8.92065602,,4.88217084,4.4173246,5.93012565,,3.66164773,3.18487009,3.8645811
4.28769469,5.00069313,9.99824234,,4.19946902,5.01688963,9.62107807,,4.2051146,3.64171886,4.83463127,,4.31378343,4.41413289,4.54175231
4.41912354,4.72352408,10.7131802,,3.6393808,3.72809782,8.92530765,,5.00547887,4.81966711,5.44534676,,3.74378172,3.19615145,3.84767727
4.02446511,4.01497631,9.5832322,,4.08751459,5.14730103,9.12317915,,4.81765255,5.53276261,5.34536071,,4.23649766,4.467941,4.13863765
4.11046431,4.05049151,9.36506166,,4.12143473,4.42712556,9.22200124,,4.13034557,3.85960349,4.86274411,,4.28702146,3.78809578,4.16279696
4.58332946,4.8823937,10.140128,,3.93484653,4.9898651,9.24513743,,5.16207953,5.24474225,6.01233059,,4.039515,4.24497122,4.16202388
4.08536413,4.05592617,9.73154162,,4.61863717,4.54271035,10.0668466,,4.60883308,4.80494371,5.66670962,,4.73318703,4.02368416,4.97172896
3.77345224,3.82564895,9.51254011,,4.18654986,4.6827947,9.24584986,,4.24838072,3.78302265,4.53872062,,4.31065819,4.10752757,4.23068915
3.90331138,4.57403256,10.4188652,,4.17064589,4.10961247,9.15210002,,4.96102832,4.4560879,5.43258141,,4.3364326,3.46766246,4.06693763
4.22701824,4.53532133,10.1025337,,3.79854995,3.79365286,9.11582069,,4.1475052,3.12816305,4.44631366,,3.91272709,3.24331794,3.97767019
4.3507032,5.06115192,9.66269539,,4.40704568,4.69016665,9.47528861,,4.58639081,3.60477536,4.93859414,,4.50817889,4.06858829,4.37727541
4.34826763,4.62596337,9.83994097,,4.09065128,4.22759945,9.63658994,,4.71050578,4.94006238,5.14325927,,4.22417804,3.64097527,4.52723557
4.17703183,3.93515312,10.5095997,,3.70980258,4.12907876,8.82364045,,4.21834491,4.67645911,4.64951448,,3.80075407,3.44988675,3.74562148
4.29058007,4.06644068,10.4223599,,3.96076386,5.39175182,9.09765991,,4.29287618,4.12241827,5.06234614,,4.07604251,4.73846424,4.1479329
4.12935839,3.99619468,10.1482426,,4.04233779,3.94499582,9.50872487,,4.41359087,4.00909342,5.01181468,,4.16768066,3.44250467,4.35472804
4.30389652,4.69738325,9.66606493,,3.77663405,3.78917035,8.98582901,,4.85064039,4.74239911,4.88472866,,3.94039933,3.18469996,3.95523669
4.52867126,5.5449562,9.850048,,4.22723717,5.75727143,9.28213747,,4.74723751,4.05239781,5.63780906,,4.31222725,5.13172091,4.21503686
4.71801024,5.76210299,10.8277406,,4.07567694,4.40917765,8.99169261,,4.84260802,5.23541826,5.55891432,,4.23569342,3.85554943,4.03334994
3.84377794,3.96470514,9.83540346,,4.48851812,5.45873996,9.56913374,,4.52124398,3.65681941,4.6137271,,4.61930267,4.73377088,4.48200101
4.50777865,6.05399725,10.5108936,,4.4511641,5.02606373,9.35271192,,4.02548646,4.04041237,4.63456996,,4.60698596,4.33145544,4.39793906
3.81230312,4.09616428,9.78468852,,4.00295612,4.5118831,9.1391952,,4.53060432,4.54922189,4.891729,,4.12803859,3.7805198,4.01602829
3.96646508,4.62411112,10.203412,,4.0810043,4.58734756,9.16826149,,4.08191681,3.73107724,4.8364535,,4.23730674,4.00130595,4.18477025
4.09977669,4.4885957,10.2011548,,4.33438236,5.18476719,9.81627638,,3.90182043,3.23390937,4.58845838,,4.43311974,4.46999204,4.73520455
4.26764379,6.08136104,9.79345097,,4.26640752,4.1115438,9.55739771,,4.52803287,4.3389443,4.99434306,,4.44424165,3.60754767,4.55790592
4.32807523,5.15421216,9.87644961,,3.75280403,3.80091485,8.71662151,,4.23020322,4.62433629,4.72798178,,3.88276161,3.22784362,3.61231331
3.78291032,4.16895431,10.0693138,,3.69045137,3.44971949,8.77482202,,4.17124753,3.01012455,4.53185666,,3.81248368,2.91183213,3.73471672
4.0343356,4.62661653,9.59364632,,4.25464565,3.94737309,9.40337567,,3.91651726,3.29381718,4.4885757,,4.37945057,3.41715714,4.26320914
4.28960395,5.2833819,9.70965696,,3.88598213,4.2487615,8.98931573,,4.28372945,3.64363835,4.52333128,,4.01025948,3.66445117,3.99032261
4.36352804,5.49135273,10.0995135,,3.87780359,4.17709845,8.9560228,,4.90015887,4.76433672,5.86886145,,4.01426626,3.68985463,3.90273931
3.66058419,3.81396288,9.49484071,,3.48191178,3.92736321,8.8334197,,3.73905062,3.16166609,4.51894168,,3.6088981,3.27358557,3.77393059
4.24368973,4.53949906,9.76486634,,4.66789277,5.11020349,10.0395865,,4.05478262,2.92920032,4.58122465,,4.75466215,4.61306707,4.92460313
3.84328078,4.2106069,9.87705321,,3.65440267,3.82363651,8.8486393,,4.6536077,4.30245472,4.88426938,,3.78553211,3.17303138,3.80938732
4.25252837,4.06663196,10.0518306,,3.72829774,3.74036531,8.68532899,,4.65663231,4.18857803,5.26706307,,3.87311407,3.07078472,3.62827905
3.9943166,4.04019226,9.9600247,,4.27009166,4.43151856,9.30159865,,4.49382206,4.03065763,4.8155923,,4.43426361,3.91160151,4.30725019
4.26257543,4.66937614,10.3653382,,4.10597055,4.73725721,9.43837931,,4.30385463,3.50417996,4.69212844,,4.18712958,4.05302978,4.33001653
3.75575239,3.7727629,9.74308944,,4.08500568,4.61664819,9.07628018,,4.47543179,4.65155376,5.52664789,,4.20173192,4.04070902,4.07139026
3.88989095,3.54680379,9.33887789,,3.87433399,4.35699311,9.04460699,,4.6895891,4.20893911,5.79003333,,3.98891432,3.82269796,4.01669208
4.59904896,5.2857003,10.1978858,,4.18272929,4.34528409,9.50430953,,4.48232806,4.05468145,5.52110979,,4.25374451,3.80964175,4.4218308
3.60644204,3.50750073,9.53236324,,4.51421968,5.52084799,9.97069029,,4.52651568,5.14159786,5.01642536,,4.64826395,4.89621798,5.01989767
4.0800621,4.98974141,10.5505862,,3.61621853,3.76472328,8.70209938,,4.93457671,4.71343511,5.53755102,,3.71723228,3.17522654,3.59341791
4.29541532,4.64315007,10.0578615,,4.44330737,5.71690927,9.4631394,,4.25557649,4.51544929,4.71701086,,4.5312685,5.10340395,4.41761264
5.03485078,5.26066206,11.020912,,3.92142245,3.96512053,8.90525635,,4.34130777,3.63961934,4.60195163,,4.05399657,3.436538,3.87450182
4.52737919,6.18293885,11.0005782,,4.21929504,4.53660535,9.73734786,,4.55063282,3.81911076,4.87141324,,4.37682672,3.85137202,4.70110845
4.55735543,4.39373266,10.2524927,,4.30808442,4.46289024,9.82111136,,4.60669321,4.71010233,5.72543212,,4.44419208,3.90759356,4.72246479
5.04504214,5.14362459,11.1428598,,4.12335051,4.98475899,9.45811971,,3.87275959,2.98591207,4.5651676,,4.24585722,4.309828,4.40292389
3.67611765,3.75159248,9.44350884,,3.45847484,3.89141803,9.07482007,,4.36806262,4.57943796,4.85457237,,3.57989763,3.24398541,4.00583568
3.97717111,3.7816214,9.94433655,,3.75907251,3.74575158,9.42455674,,4.69055068,4.76947172,4.85975709,,3.88046553,3.13360325,4.31808314
4.07090479,4.74020886,10.0650708,,4.02602894,4.59516966,8.97612328,,5.00934684,4.2545389,5.72832382,,4.13731069,4.03886468,3.90625859
4.20110186,3.72746867,9.72205999,,3.88863082,4.18751256,9.35559884,,4.63116256,4.7945474,5.13499323,,4.0057486,3.55709542,4.26693621
4.69622704,5.44250934,10.3366088,,3.95734748,3.83319925,8.99947014,,4.64029054,4.34632104,5.11899821,,4.09577736,3.32277377,3.96232765
3.59969468,4.09530009,9.4449137,,4.32572396,5.30441081,9.2575473,,4.23051945,3.32651816,4.74507715,,4.40410772,4.60024155,4.14312548
4.41428747,4.83987749,10.0847861,,3.51500696,4.00256309,8.63914808,,4.34304392,3.64493283,4.8476404,,3.66082372,3.31993074,3.59796956
4.50674535,4.80174007,10.8099696,,4.7754784,5.74255159,9.74990756,,3.98264359,3.91815164,5.52539354,,4.85478781,5.17099632,4.71498907
3.82086327,4.48410595,9.97424045,,4.14434949,4.16606816,9.20869839,,3.82987528,3.79635462,4.67930743,,4.2634025,3.62420557,4.16085947
4.21825277,4.6470018,10.2043439,,4.59976083,5.22279272,9.63954155,,4.50254694,4.58397484,5.2902581,,4.72603444,4.59243667,4.69925029
4.20231792,4.09654883,10.3353688,,4.27594818,4.45836904,9.48885884,,4.33317313,4.06029408,5.01647909,,4.4083848,3.79318308,4.37099674
3.99709209,3.83880366,10.3190003,,4.21776216,4.94125689,9.99009432,,4.2073603,3.63522102,4.71165035,,4.29752476,4.41699,4.89435487
3.88202859,4.5463367,9.56463025,,4.82456034,5.29502244,10.2860863,,4.43231482,4.6192604,5.13036618,,4.90537278,4.7785913,5.29713037
4.04736268,4.5916357,9.98391183,,4.44317951,4.91511027,9.81896608,,4.81778856,4.86623352,5.49529398,,4.54527643,4.45117395,4.74808995
4.28450093,5.03722151,9.8946167,,4.07002706,3.86357887,9.55464564,,4.16331376,3.3320101,4.46916759,,4.21573761,3.29476627,4.43323501
4.31992022,4.83037196,10.6995138,,3.96529614,4.63789942,9.34793198,,4.79857135,4.5514482,5.22563381,,4.08271528,3.96766251,4.26245786
4.3442854,4.766193,9.76890284,,4.31402137,5.40016505,9.45566224,,4.21211425,3.79498746,5.17456694,,4.45531617,4.80367135,4.43619905
4.32304659,5.00772794,9.93816263,,4.02408311,4.61536759,9.14877986,,4.22351774,3.34579615,4.95385783,,4.17187194,3.8869067,4.11017254
4.3164181,4.52071732,10.1498252,,4.04040558,4.15716192,9.54799548,,4.34443483,3.62106779,5.25558321,,4.16663351,3.56623743,4.5018016
3.69744961,3.80564821,9.83029306,,4.30313697,4.74864152,9.44249283,,4.28174245,3.39146682,5.33845797,,4.45557662,4.11570738,4.42485484
3.67271794,3.66085393,9.46939383,,3.74962812,4.4254743,9.43949546,,4.64566619,4.07414014,5.82786928,,3.88825344,3.73248043,4.37096208
4.23452783,4.9578345,10.2385099,,4.23409787,3.79291456,9.05228628,,4.30015588,4.10545996,4.9601112,,4.39440731,3.23196753,4.0479074
4.96533362,5.26604426,11.1079313,,3.7325129,5.18292797,8.94863437,,3.98618651,3.77684605,4.47481646,,3.81479442,4.44819815,3.87227304
4.27528692,5.22876133,9.97796173,,4.15066844,4.26628247,9.45459288,,4.09793385,3.26023522,4.43148006,,4.25893215,3.75299555,4.36909623
4.00956889,4.6769258,9.54165015,,4.18066768,4.22259795,9.30715352,,4.49896153,4.94736368,5.36693056,,4.30441772,3.56301439,4.18515245
3.69374663,4.25982025,9.67973016,,4.13161204,5.25753749,9.6126806,,4.53877734,3.88687003,5.53310931,,4.22838061,4.74153048,4.56200568
4.10326348,5.00030033,10.1913287,,3.90762373,4.64781795,8.8754084,,3.95922203,3.66550855,4.51308841,,4.06169322,4.04259,3.87779967
4.02504978,4.45841136,9.77061844,,4.10734932,4.052493,9.3867555,,4.00614195,3.93206051,4.60142197,,4.21485023,3.34504134,4.24704386
3.9573722,4.2688596,9.65224855,,3.65714101,3.33707646,9.33507868,,4.63155556,4.39400746,5.66319013,,3.79709133,2.83296848,4.23565179
4.47837592,4.9965366,10.1694704,,3.87617414,4.15084721,8.75241491,,4.50165787,3.91264532,4.8176724,,4.00388208,3.47643891,3.73032888
4.00010405,4.56904384,9.64954173,,3.72434243,3.61422707,9.25862841,,4.41488788,3.96048905,4.48814127,,3.8456975,3.0648875,4.12491121
3.90604164,3.65929844,9.79127141,,4.28443057,4.90643774,9.2174829,,4.15614578,3.38730619,4.45742712,,4.4372451,4.25210906,4.13065456
4.09450514,4.02635845,9.87910537,,4.50621457,5.29973817,9.77773897,,3.72890124,2.77451023,4.26292317,,4.60839152,4.77797631,4.77311919
4.31414882,5.32862539,9.73638359,,3.92750708,4.75724659,8.89155748,,4.50648495,4.00563319,5.17983131,,4.09206533,4.16029273,3.95252846
4.68045547,6.0415803,10.1154736,,4.08447669,4.47955675,9.06878344,,3.96953043,4.01890592,4.60766841,,4.22842648,3.98510998,4.08221486
4.48920755,4.44395655,10.3212041,,4.30992073,6.06604119,9.83593395,,4.7040012,3.53368773,5.63916222,,4.35229104,5.38492282,4.72714644
4.1395782,5.471194,9.9964481,,3.5577363,3.61382274,9.17117484,,4.45057804,3.82083288,4.86874392,,3.65570414,2.92337814,4.01124804
3.66487684,3.92849729,9.87754305,,4.59135834,6.20905144,9.67701301,,4.90213442,4.5038487,5.63301883,,4.71105442,5.55157395,4.68299903
4.15940219,4.34314191,9.86891031,,3.89026245,3.72415944,9.43623694,,4.13062445,3.5793219,4.80420322,,4.01865635,3.22996574,4.3451579
4.56815584,4.83081887,10.274774,,4.3829502,4.85443395,9.39008336,,4.51702785,3.80867796,4.76760139,,4.56545725,4.33046132,4.43743768
4.42674382,4.95861079,10.4205902,,4.31030419,5.73532088,9.32543188,,4.72856605,4.19108927,5.24550403,,4.40916586,5.10936586,4.29081633
4.09192793,4.14553586,9.51062262,,4.08638938,4.33396531,9.48049912,,3.77878305,3.04079767,4.57470718,,4.23631683,3.79136194,4.48919526
4.5280274,5.55751828,10.3427681,,4.42218789,5.02960366,9.82353596,,4.72367352,4.2527473,5.70233425,,4.58665558,4.45382581,4.74286099
3.99774441,4.78027193,9.85976874,,3.79880078,4.13349803,8.84434363,,4.18664651,4.30690618,4.94088282,,3.90885281,3.49799128,3.76666752
3.84168506,3.76519572,9.4796995,,4.19033284,4.44177987,9.75053904,,4.68661007,4.41908914,4.8888007,,4.27837944,3.91170173,4.62453107
4.52821641,5.81081598,9.85840873,,4.86196472,6.461655,10.1515178,,4.93758902,5.38563159,5.19198272,,4.98610415,5.80281811,5.05601872
4.38261726,4.10589905,10.5544131,,4.46530636,4.32390829,9.7436141,,5.06174467,4.64505573,5.23897103,,4.61884291,3.71347429,4.65882245
4.09394431,4.8440537,9.64145264,,4.04422039,4.91415769,9.18465416,,4.22709358,3.16213736,4.50520446,,4.16634147,4.32259797,4.1688723
3.34397758,3.17857156,9.37571209,,4.30723093,5.1319282,9.3808005,,4.56464042,4.8884831,5.43736243,,4.4377195,4.45549276,4.34871787
4.23059635,4.41880513,10.5288825,,4.65660638,5.47153834,10.1021461,,4.03921073,2.94097771,5.34534474,,4.78909864,4.85684495,5.0383689
4.50279766,4.52333427,10.4449662,,3.79334751,3.65238193,9.11832087,,4.24161012,4.06163262,5.27819784,,3.87850519,3.05392992,3.94584701
4.30403932,4.36937054,10.4199333,,4.21353912,4.46509437,9.66401708,,4.51101545,3.6556104,5.73491174,,4.37952034,3.80311261,4.57688304
4.28569832,4.30102501,10.3367796,,4.43091732,5.50751038,9.45070304,,4.68943576,4.48974805,5.85287522,,4.54044971,4.84881796,4.45415201
4.21782077,4.82733942,9.74500355,,3.8089075,4.66413744,9.11639924,,4.03737824,3.48893043,4.96550107,,3.94016057,4.1072275,4.0939829
4.16316278,4.02551413,9.78900698,,3.40229933,3.71372626,8.64686354,,3.95114471,3.12507185,4.72378293,,3.51559183,3.03176859,3.54399869
3.79958472,3.50103604,9.9890197,,3.93388195,4.10376015,9.01275981,,5.05354933,5.32870992,6.16745686,,4.08515924,3.51160471,3.94556564
3.90553755,4.38150002,9.9837072,,3.81303886,4.83132399,9.00221967,,4.07396481,3.02526279,4.69560685,,3.88029079,4.12248726,3.92120573
4.12887143,3.40422868,9.66817744,,4.17271094,5.45184448,9.60241642,,4.2417386,4.55982621,5.60811763,,4.30854065,4.83702567,4.5939589
4.34006296,5.03683144,10.0885245,,3.75372645,4.18677494,9.26732763,,4.44093706,5.13475114,5.29780622,,3.88917723,3.48369584,4.22204733
4.89176424,6.0447019,10.4702281,,3.8178918,3.38527993,8.90672595,,4.42383824,5.05486464,4.84181873,,3.9200984,2.86449634,3.76646283
3.87267067,3.69974317,9.3629948,,4.03638591,4.20555608,9.49426646,,4.69070368,4.37430776,5.56149232,,4.12429136,3.6488813,4.41097223
4.59962542,5.31430145,10.3038273,,4.11549319,4.67833665,9.22817742,,5.24741184,4.46633158,5.55985459,,4.27945976,4.07157684,4.29818866
4.50503341,4.53633403,10.1636483,,4.29931291,4.61298879,9.67897378,,4.02505234,3.18222326,4.83149968,,4.44086381,4.00654811,4.66219699
4.443238,4.78221289,10.3026819,,4.30178468,4.75972092,9.07859932,,4.66075334,4.5529713,4.92552732,,4.40100731,4.08258671,4.00968547
3.72665401,3.62068031,9.34577535,,3.78776901,3.93276314,9.21629109,,4.89326514,4.47035658,5.77147857,,3.90414778,3.35952939,4.13785265
4.38844553,4.95356663,9.72693388,,3.6244335,4.13012081,8.92122248,,4.08315361,3.71067869,4.60265691,,3.76976597,3.61896951,3.92241827
4.43694061,4.59510564,10.4160957,,4.32851653,4.91176441,9.61450876,,3.98788138,3.79291006,5.06370652,,4.44623162,4.38045154,4.59193144
3.92705292,3.67930856,9.57939803,,3.72037101,3.7307164,9.09035401,,4.69342414,4.09214266,5.70774224,,3.83707888,3.15206827,3.97275029
3.61680178,3.6358362,9.60817345,,3.8050576,4.39618965,8.8467809,,4.28882805,4.22106285,4.92379567,,3.8837884,3.73117203,3.71938265
4.78172844,5.77859967,10.610418,,4.1312192,4.59717047,9.39341095,,4.62574537,4.08659718,4.60979997,,4.2946943,4.07441922,4.39641978
